timestamp,ecg_value,bpm,label,hrv,ecg_mean,ecg_std,bpm_range,signal_energy
5171,-0.3035,59.99,deep,56.19,-0.317,0.0583,9.08,5.1928
5172,-0.0499,89.35,awake,19.07,-0.0588,0.042,9.69,0.2609
5173,0.1372,60.94,deep,65.73,0.1355,0.0525,5.0,1.0553
5174,0.2137,62.29,deep,42.29,0.2252,0.0461,6.08,2.6418
5175,-0.0264,86.8,awake,26.27,-0.019,0.0513,6.67,0.1498
5176,-0.4439,86.83,awake,19.56,-0.4533,0.0452,6.0,10.3743
5177,-0.7798,61.21,deep,54.69,-0.7807,0.0572,9.75,30.6422
5178,0.0421,86.19,awake,21.19,0.0387,0.0463,7.11,0.1823
5179,0.4974,78.18,light,33.0,0.478,0.0536,5.88,11.5668
5180,-0.1631,70.35,light,40.32,-0.1447,0.054,9.35,1.1933
5181,-0.1674,70.5,light,31.91,-0.1606,0.0422,9.28,1.3793
5182,0.5225,86.16,awake,24.32,0.5259,0.0454,6.72,13.9326
5183,-0.2262,58.82,deep,60.99,-0.2228,0.0548,4.18,2.6318
5184,0.6983,61.53,deep,49.07,0.6995,0.049,6.99,24.5829
5185,0.0653,76.48,light,34.71,0.0608,0.0533,5.4,0.3269
5186,-0.1691,88.69,awake,23.05,-0.1637,0.0443,8.26,1.4371
5187,-0.5177,59.03,deep,67.44,-0.5198,0.0457,7.12,13.6161
5188,-0.0834,79.28,light,41.89,-0.0756,0.0624,8.99,0.4801
5189,0.6173,87.98,awake,6.13,0.6102,0.0554,3.28,18.7683
5190,0.2086,77.25,light,36.24,0.2033,0.0471,6.0,2.1774
5191,0.446,82.81,awake,15.9,0.4512,0.0455,6.8,10.2825
5192,-0.3015,82.32,awake,17.71,-0.292,0.0581,3.21,4.4319
5193,-1.4048,60.22,deep,63.13,-1.4044,0.0531,6.85,98.7521
5194,0.9487,76.04,light,30.75,0.9442,0.044,7.33,44.6713
5195,-0.3217,86.57,awake,16.19,-0.3249,0.0478,6.3,5.3925
5196,-0.7176,70.53,light,31.96,-0.7268,0.0505,6.35,26.5394
5197,-1.076,80.23,light,36.72,-1.0752,0.0447,8.8,57.9037
5198,-0.4776,61.75,deep,47.26,-0.4919,0.0419,6.22,12.1848
5199,-0.8394,56.08,deep,63.76,-0.8434,0.0486,7.41,35.6805
5200,-0.4392,85.22,awake,20.88,-0.4425,0.0519,8.36,9.9239
5201,-0.0056,61.84,deep,59.11,-0.0022,0.0485,6.29,0.1177
5202,-0.4306,63.47,deep,57.63,-0.42,0.0454,4.27,8.9212
5203,0.3865,57.18,deep,60.64,0.3881,0.0534,8.15,7.674
5204,1.03,61.54,deep,43.23,1.032,0.0481,8.66,53.3698
5205,-0.405,84.17,awake,10.95,-0.4024,0.0467,5.58,8.2033
5206,0.5963,81.07,awake,11.4,0.5867,0.0529,6.74,17.3493
5207,-0.176,57.77,deep,65.11,-0.19,0.0449,9.28,1.9064
5208,1.4551,73.67,light,28.32,1.4566,0.0519,7.83,106.2192
5209,1.162,83.79,awake,16.61,1.1642,0.051,5.0,67.8934
5210,0.7413,73.02,light,43.7,0.7252,0.049,5.38,26.4177
5211,-0.3957,60.33,deep,43.97,-0.3914,0.0457,4.44,7.7637
5212,0.9821,70.98,light,38.76,0.9823,0.0574,9.71,48.4105
5213,0.258,72.21,light,28.95,0.2558,0.0513,7.87,3.4037
5214,-0.0576,68.59,light,36.0,-0.0693,0.0514,9.27,0.3723
5215,0.7143,73.5,light,28.14,0.7113,0.0361,4.48,25.3621
5216,-0.749,57.89,deep,51.85,-0.7476,0.0544,7.76,28.095
5217,-0.2994,74.3,light,34.99,-0.2872,0.0432,4.77,4.2171
5218,-1.3991,85.02,awake,24.65,-1.4109,0.0447,7.48,99.6289
5219,-0.1055,78.92,awake,20.44,-0.1224,0.0472,5.04,0.8603
5220,-0.7237,82.62,awake,17.49,-0.7202,0.0518,4.84,26.0713
5221,0.7076,71.61,light,22.97,0.7016,0.0508,7.57,24.7429
5222,-0.7483,64.06,deep,52.97,-0.7582,0.0539,8.51,28.8923
5223,-0.3363,84.52,awake,24.37,-0.3385,0.0458,3.22,5.8333
5224,0.4221,74.14,light,40.21,0.4199,0.0436,6.81,8.9103
5225,1.4224,87.68,awake,18.55,1.4194,0.049,7.11,100.8615
5226,0.413,60.43,deep,50.23,0.4033,0.0438,9.12,8.2271
5227,0.3934,86.48,awake,25.43,0.3995,0.0486,8.31,8.0966
5228,-0.7251,58.92,deep,53.72,-0.7353,0.0455,5.79,27.1384
5229,2.1228,83.9,awake,20.08,2.1242,0.0484,8.14,225.725
5230,-0.0158,76.26,light,26.08,-0.0075,0.0524,6.6,0.1399
5231,-0.6247,61.93,deep,65.82,-0.6152,0.0535,7.13,19.0684
5232,0.3902,83.23,awake,29.49,0.3894,0.0514,4.62,7.7137
5233,-0.7801,88.11,awake,27.33,-0.7812,0.0472,4.17,30.6226
5234,-0.3076,85.39,awake,20.53,-0.2976,0.0417,6.57,4.5147
5235,1.0056,61.65,deep,36.39,0.9958,0.0519,5.15,49.7148
5236,-0.5369,76.36,awake,14.13,-0.5329,0.0482,7.78,14.3146
5237,0.0696,80.12,awake,20.62,0.0571,0.0457,9.79,0.2677
5238,0.2416,87.02,awake,11.84,0.2495,0.0459,8.54,3.2188
5239,0.2656,85.84,awake,24.5,0.2631,0.0507,3.59,3.5904
5240,0.1307,92.32,awake,13.26,0.1438,0.0422,8.38,1.1234
5241,0.4576,86.21,awake,21.74,0.4555,0.0497,9.49,10.4975
5242,0.1228,86.68,awake,22.55,0.1313,0.0495,8.33,0.9845
5243,0.429,74.52,light,46.22,0.4246,0.0491,5.03,9.136
5244,-0.1468,74.65,light,32.79,-0.1476,0.0571,6.93,1.2516
5245,-0.4517,58.71,deep,50.29,-0.4493,0.054,6.95,10.2386
5246,0.7087,84.86,awake,15.39,0.7063,0.0406,7.7,25.0285
5247,0.6873,87.48,awake,13.9,0.6915,0.0503,3.06,24.0347
5248,1.0199,61.17,deep,53.5,1.0165,0.049,6.04,51.7813
5249,-0.225,60.4,deep,55.38,-0.2307,0.0441,6.82,2.7593
5250,0.1678,61.64,deep,64.38,0.1544,0.0415,8.52,1.2788
5251,0.7946,91.78,awake,13.75,0.7951,0.0492,4.66,31.7311
5252,-0.8397,59.46,deep,57.93,-0.8322,0.054,9.83,34.7695
5253,-0.0754,86.37,awake,20.2,-0.0752,0.0463,9.65,0.3895
5254,0.3032,73.34,light,39.0,0.3127,0.0565,9.16,5.0483
5255,0.5219,98.78,awake,16.1,0.5249,0.0526,7.95,13.9134
5256,-0.8924,62.08,deep,51.89,-0.8825,0.0454,7.35,39.0429
5257,-0.104,79.99,awake,20.81,-0.1117,0.0482,6.29,0.7393
5258,0.8137,74.55,light,25.89,0.8064,0.0516,5.42,32.6479
5259,0.2204,58.06,deep,39.24,0.2215,0.0454,4.13,2.5569
5260,-0.4989,74.14,light,39.35,-0.5067,0.0455,3.99,12.9399
5261,-0.134,93.75,awake,20.32,-0.1476,0.046,5.34,1.1951
5262,-0.3893,61.1,deep,43.85,-0.3956,0.0405,5.17,7.9083
5263,0.6679,60.37,deep,63.6,0.6753,0.0588,3.01,22.9727
5264,-0.3736,74.82,light,45.33,-0.3718,0.0454,7.56,7.0155
5265,-1.2474,77.82,light,40.01,-1.2458,0.0599,5.96,77.7815
5266,0.1326,59.19,deep,64.86,0.1326,0.0573,8.67,1.0437
5267,-0.5079,60.41,deep,65.17,-0.5024,0.061,3.1,12.8044
5268,0.3645,90.67,awake,25.47,0.3702,0.0476,4.68,6.9651
5269,0.2513,92.83,awake,22.22,0.2519,0.0364,4.51,3.2388
5270,0.8975,86.71,awake,11.29,0.8909,0.0457,8.14,39.7928
5271,1.3123,74.86,light,36.67,1.3033,0.0469,6.92,85.0378
5272,0.9581,82.05,awake,22.3,0.9554,0.0516,6.28,45.7765
5273,-0.4179,71.42,light,30.79,-0.4158,0.0467,4.89,8.7518
5274,-0.57,86.41,awake,27.65,-0.572,0.0566,7.93,16.5214
5275,0.1726,90.06,awake,25.23,0.1606,0.0419,4.22,1.3781
5276,0.1799,62.72,deep,69.82,0.1677,0.0482,5.31,1.522
5277,0.0551,57.86,deep,45.78,0.0706,0.0483,4.0,0.3657
5278,0.0478,57.74,deep,38.74,0.0587,0.054,9.57,0.3182
5279,0.8974,62.09,deep,54.11,0.9009,0.053,3.41,40.7258
5280,-1.025,73.27,light,33.25,-1.0277,0.0487,3.2,52.9283
5281,0.0244,60.17,deep,46.48,0.0485,0.0509,4.17,0.2476
5282,1.3782,82.91,awake,16.06,1.3697,0.0529,6.54,93.9509
5283,0.0846,58.55,deep,48.03,0.0886,0.0509,3.16,0.5222
5284,0.8003,73.7,light,34.3,0.7983,0.0499,8.6,31.9899
5285,-0.1521,77.27,awake,21.52,-0.1578,0.049,5.43,1.3652
5286,0.7044,92.49,awake,16.18,0.6936,0.0518,5.93,24.1907
5287,0.7436,60.7,deep,79.89,0.7529,0.0511,5.32,28.4749
5288,-0.3261,73.48,light,37.87,-0.3176,0.0481,9.71,5.1606
5289,-0.6664,54.83,deep,46.99,-0.6581,0.0549,4.21,21.8083
5290,0.3273,83.95,awake,18.54,0.3179,0.0464,9.5,5.1619
5291,-0.3196,76.85,light,26.97,-0.3231,0.0525,6.43,5.3575
5292,0.6212,91.57,awake,15.24,0.6213,0.0446,6.58,19.3976
5293,0.0309,85.21,awake,21.19,0.0263,0.0464,6.03,0.1421
5294,0.8192,89.38,awake,21.8,0.8213,0.052,8.4,33.8604
5295,0.5581,84.54,awake,25.78,0.5626,0.0478,4.8,15.9408
5296,-0.8443,57.72,deep,56.51,-0.832,0.0419,4.08,34.701
5297,-0.9563,81.67,awake,26.3,-0.9634,0.041,5.86,46.489
5298,0.501,58.33,deep,59.56,0.512,0.0513,5.21,13.2365
5299,-0.2458,73.07,light,42.59,-0.2439,0.0499,9.6,3.0985
5300,0.3321,88.39,awake,16.07,0.3357,0.041,4.66,5.7175
5301,0.2478,60.37,deep,70.11,0.2498,0.0434,3.91,3.2154
5302,0.3189,76.37,light,44.53,0.3147,0.0545,5.94,5.0995
5303,-0.6725,74.71,light,36.53,-0.6672,0.047,3.04,22.3699
5304,0.2317,57.73,deep,64.38,0.2265,0.056,4.24,2.7219
5305,0.0354,78.36,light,38.86,0.0263,0.0457,6.72,0.139
5306,0.023,85.75,awake,19.22,0.015,0.0561,9.95,0.1685
5307,-0.7898,88.25,awake,21.63,-0.7854,0.0436,8.55,30.9347
5308,0.0891,58.21,deep,43.43,0.0958,0.0472,5.6,0.5705
5309,1.2256,77.88,awake,14.19,1.2325,0.0458,4.62,76.056
5310,-1.1497,78.8,awake,14.98,-1.1557,0.0387,5.76,66.8567
5311,-0.4376,62.51,deep,52.58,-0.4416,0.0563,9.67,9.9067
5312,0.1886,61.58,deep,59.83,0.1974,0.059,5.4,2.1225
5313,-1.0823,72.58,light,22.46,-1.0719,0.052,9.16,57.5814
5314,0.0715,61.93,deep,46.61,0.0747,0.0494,8.13,0.4013
5315,0.1601,71.12,light,39.57,0.1653,0.051,9.64,1.4955
5316,0.4666,76.3,light,38.41,0.4675,0.0528,7.54,11.0682
5317,-0.2013,72.51,light,31.1,-0.1972,0.042,4.9,2.0317
5318,1.4603,83.42,awake,12.43,1.4675,0.057,8.43,107.8393
5319,0.5374,69.3,light,31.77,0.5406,0.0568,7.43,14.7752
5320,0.6717,71.01,light,37.54,0.6745,0.0536,6.85,22.8884
5321,-0.7677,77.0,light,32.47,-0.7765,0.0488,3.03,30.2683
5322,0.3306,61.42,deep,66.16,0.3271,0.0465,3.79,5.4591
5323,-0.6433,61.08,deep,61.58,-0.6461,0.0522,4.62,21.0113
5324,0.4356,60.44,deep,59.14,0.4279,0.0523,5.76,9.2917
5325,0.802,75.1,light,28.74,0.8092,0.0456,7.11,32.8467
5326,0.0724,77.54,light,36.63,0.0635,0.0476,8.94,0.3145
5327,0.2441,85.77,awake,17.26,0.2491,0.0421,6.76,3.1904
5328,-0.0112,58.08,deep,65.38,-0.0051,0.0507,3.1,0.13
5329,1.7532,72.66,light,39.06,1.7571,0.0508,3.12,154.5028
5330,-0.664,80.3,light,28.82,-0.6668,0.0453,7.22,22.3337
5331,0.589,83.58,awake,26.95,0.5864,0.0492,9.82,17.3144
5332,0.9559,75.73,light,30.09,0.9614,0.0528,5.0,46.3513
5333,0.6015,58.29,deep,55.89,0.5961,0.0389,8.95,17.8396
5334,0.3012,58.78,deep,51.42,0.3037,0.0517,5.24,4.7466
5335,-0.1122,59.56,deep,58.78,-0.1053,0.0479,3.78,0.6684
5336,0.0188,58.5,deep,52.86,0.0211,0.0514,5.85,0.1544
5337,1.0115,84.46,awake,31.62,1.0063,0.0432,6.93,50.7274
5338,0.4208,58.49,deep,48.49,0.417,0.06,4.52,8.8765
5339,-0.0844,59.38,deep,56.64,-0.0905,0.0543,6.07,0.5571
5340,-0.0335,87.92,awake,12.3,-0.0348,0.0432,8.67,0.154
5341,-0.6784,78.47,awake,27.75,-0.6733,0.0403,9.66,22.7455
5342,-0.2046,61.27,deep,55.99,-0.2012,0.0445,4.57,2.1235
5343,-0.8415,74.27,light,37.21,-0.8355,0.0505,5.27,35.0283
5344,-0.072,74.54,light,28.68,-0.0584,0.0461,5.76,0.277
5345,-0.0015,92.88,awake,18.13,0.0031,0.0504,7.35,0.1274
5346,0.4969,74.62,light,45.64,0.4971,0.049,9.91,12.4777
5347,-0.7442,92.4,awake,18.25,-0.7408,0.0521,5.23,27.5774
5348,0.4421,58.55,deep,48.61,0.4443,0.0469,9.61,9.9808
5349,0.3475,76.0,light,38.44,0.3437,0.0349,9.79,5.9662
5350,0.0903,80.77,awake,24.38,0.0874,0.042,8.76,0.4704
5351,-0.7863,75.26,light,41.5,-0.7822,0.0519,4.31,30.7272
5352,0.0754,63.01,deep,56.48,0.0799,0.0449,4.7,0.4198
5353,1.1564,86.75,awake,16.32,1.1742,0.057,7.04,69.1029
5354,-1.2171,89.11,awake,18.6,-1.2199,0.0599,4.35,74.5891
5355,-0.36,88.22,awake,17.43,-0.373,0.0465,8.3,7.0644
5356,0.0303,59.49,deep,49.1,0.0394,0.0443,8.46,0.1756
5357,0.1595,57.64,deep,50.82,0.1695,0.0461,5.68,1.5431
5358,-0.3708,58.56,deep,60.94,-0.3742,0.0528,7.56,7.1413
5359,0.6612,88.7,awake,14.98,0.6716,0.048,4.1,22.6672
5360,-0.6196,59.28,deep,49.49,-0.6346,0.0522,4.09,20.275
5361,0.4458,80.13,light,36.8,0.4319,0.0455,6.15,9.4286
5362,0.5518,57.39,deep,45.56,0.559,0.0552,5.32,15.7737
5363,0.2351,63.57,deep,59.18,0.236,0.0519,4.76,2.9197
5364,-0.3936,88.92,awake,17.17,-0.4062,0.0474,9.29,8.3637
5365,0.6777,74.16,light,35.41,0.6917,0.048,5.52,24.0403
5366,-0.9997,76.51,light,42.25,-1.0001,0.0453,8.42,50.1154
5367,-0.3451,85.46,awake,19.18,-0.331,0.0486,4.87,5.5972
5368,-0.0763,61.52,deep,45.1,-0.0839,0.0451,4.66,0.454
5369,-0.9158,76.16,light,35.34,-0.9121,0.0552,7.38,41.7444
5370,-0.1052,83.3,awake,16.08,-0.1023,0.0482,6.94,0.6396
5371,0.7487,72.21,light,36.9,0.7459,0.0523,6.38,27.9546
5372,0.2133,71.3,light,37.86,0.215,0.0448,6.45,2.4111
5373,-0.7099,77.76,light,36.55,-0.7089,0.0467,5.01,25.2361
5374,0.2147,58.6,deep,54.79,0.2322,0.054,9.07,2.8417
5375,-0.6541,89.79,awake,21.12,-0.658,0.042,7.18,21.7347
5376,0.3312,58.83,deep,42.3,0.3371,0.0528,4.0,5.8221
5377,1.2534,85.93,awake,2.41,1.2479,0.0543,4.9,78.0042
5378,0.4018,79.51,awake,12.21,0.4076,0.0585,4.37,8.4773
5379,-0.7194,89.09,awake,18.79,-0.7128,0.0423,4.58,25.4938
5380,0.6506,88.28,awake,21.91,0.6598,0.0525,7.14,21.9036
5381,0.9405,70.78,light,42.55,0.9513,0.0474,7.35,45.3627
5382,0.3474,71.69,light,36.5,0.3534,0.0461,3.81,6.3499
5383,0.3289,58.85,deep,63.65,0.3421,0.0422,4.82,5.9413
5384,0.8964,82.87,awake,9.98,0.8982,0.0465,8.17,40.4495
5385,-0.1134,78.04,light,31.1,-0.1013,0.0455,8.14,0.6164
5386,0.1878,87.79,awake,24.63,0.1811,0.0442,6.23,1.7375
5387,-0.7677,62.97,deep,36.58,-0.7574,0.0469,8.41,28.7943
5388,-0.5694,80.45,light,30.62,-0.559,0.0547,3.37,15.7722
5389,0.2696,88.71,awake,22.03,0.2713,0.0553,9.08,3.8331
5390,-0.8266,86.27,awake,25.32,-0.8275,0.0487,6.96,34.3598
5391,-0.8414,86.6,awake,23.35,-0.8381,0.0483,3.52,35.2343
5392,-0.0772,79.82,awake,24.58,-0.0831,0.0469,4.94,0.4557
5393,-0.1952,58.66,deep,53.24,-0.2013,0.0556,4.03,2.1807
5394,0.6606,53.87,deep,43.0,0.6594,0.0494,3.48,21.8614
5395,0.2464,60.11,deep,62.5,0.2496,0.0514,9.62,3.2457
5396,-0.1145,75.87,light,31.24,-0.1043,0.0528,7.25,0.6838
5397,0.7355,77.01,light,42.96,0.7471,0.0465,5.95,28.0157
5398,0.4608,88.28,awake,17.94,0.4491,0.0546,8.59,10.2325
5399,-0.1916,55.87,deep,63.75,-0.1823,0.0533,6.08,1.8031
5400,-0.0944,61.72,deep,63.61,-0.1047,0.052,4.43,0.683
5401,0.4307,77.42,light,31.71,0.4382,0.0482,3.29,9.7174
5402,0.075,70.2,light,46.47,0.0711,0.0429,3.16,0.3444
5403,-1.0533,79.51,awake,20.17,-1.04,0.0547,8.04,54.2277
5404,0.1334,79.72,awake,13.28,0.1322,0.0489,5.47,0.9929
5405,-0.1482,82.4,awake,19.2,-0.1521,0.0427,3.17,1.2482
5406,-0.9719,59.96,deep,51.36,-0.975,0.0539,5.89,47.6732
5407,-0.3316,74.72,light,41.66,-0.3241,0.0524,7.48,5.3885
5408,-0.1173,83.7,awake,11.2,-0.1196,0.05,7.19,0.8407
5409,0.3646,78.78,light,38.19,0.3537,0.0491,4.98,6.3757
5410,-0.8026,59.05,deep,55.32,-0.8111,0.0477,3.56,33.0069
5411,0.0316,83.79,awake,25.47,0.0167,0.0515,8.49,0.1466
5412,-0.054,73.72,light,38.08,-0.063,0.0572,5.57,0.3617
5413,0.0551,61.27,deep,66.23,0.0465,0.0478,9.81,0.2227
5414,-0.3934,78.17,light,34.07,-0.3982,0.0483,4.34,8.0454
5415,-0.1652,72.45,light,35.81,-0.1442,0.0417,7.51,1.1263
5416,1.0017,87.5,awake,18.78,0.9801,0.0512,8.0,48.1627
5417,0.7232,87.22,awake,21.24,0.731,0.0633,5.93,26.9188
5418,0.8308,90.14,awake,23.15,0.8112,0.0446,7.35,32.9997
5419,-0.1391,81.57,awake,8.81,-0.1345,0.0458,7.12,1.0099
5420,-0.2726,61.78,deep,49.07,-0.2729,0.0533,7.26,3.8649
5421,0.4588,75.21,light,34.04,0.4661,0.0448,5.26,10.9611
5422,-0.8948,86.99,awake,25.03,-0.9011,0.0497,9.02,40.7251
5423,0.4488,71.68,light,34.03,0.4607,0.0388,3.07,10.6859
5424,-0.3315,86.09,awake,26.39,-0.3355,0.0529,8.94,5.7688
5425,0.3044,62.69,deep,62.5,0.311,0.0444,9.53,4.9344
5426,0.8402,81.61,awake,30.51,0.834,0.0485,3.73,34.8935
5427,1.0875,84.61,awake,20.55,1.0785,0.0448,6.17,58.2635
5428,-0.2728,83.96,awake,12.24,-0.2665,0.0472,6.59,3.6632
5429,0.8249,74.76,light,19.77,0.8151,0.0653,3.94,33.4349
5430,-0.2936,75.48,light,37.18,-0.2977,0.0442,7.94,4.5274
5431,-0.945,64.01,deep,62.64,-0.9471,0.0494,9.27,44.9703
5432,-0.7265,88.38,awake,30.86,-0.7175,0.0512,3.79,25.8735
5433,-1.5835,89.13,awake,22.2,-1.5999,0.0513,9.7,128.1107
5434,1.0641,76.32,light,29.61,1.067,0.0512,4.57,57.054
5435,0.9106,88.52,awake,20.18,0.9233,0.0516,3.57,42.754
5436,-0.4164,64.97,deep,57.65,-0.4226,0.0427,7.64,9.0201
5437,0.6782,74.59,light,44.38,0.69,0.0494,7.64,23.9254
5438,-0.4587,60.85,deep,51.18,-0.4535,0.0507,5.2,10.4136
5439,0.0027,59.69,deep,65.13,-0.0137,0.0502,8.77,0.1353
5440,-0.0139,74.66,light,32.81,-0.0234,0.055,9.54,0.1787
5441,-0.8375,72.34,light,33.54,-0.829,0.0449,9.53,34.461
5442,0.0036,58.85,deep,47.24,0.003,0.0549,5.74,0.1513
5443,1.5319,89.74,awake,13.87,1.5322,0.0483,3.07,117.4937
5444,0.2631,86.54,awake,20.13,0.2712,0.0474,9.37,3.7891
5445,-0.4834,84.47,awake,22.73,-0.4727,0.0501,4.03,11.2971
5446,-0.3363,88.62,awake,20.06,-0.3294,0.0592,8.78,5.5999
5447,0.0049,76.74,light,38.32,0.0067,0.0517,6.33,0.1357
5448,0.2434,76.93,light,37.78,0.2372,0.0496,9.66,2.9368
5449,-0.6406,85.0,awake,14.26,-0.6521,0.0482,5.94,21.3798
5450,0.7208,78.57,light,42.36,0.724,0.0378,3.95,26.2829
5451,0.0773,73.8,light,34.84,0.072,0.0542,7.37,0.4062
5452,0.2576,88.47,awake,16.19,0.2616,0.0437,3.39,3.517
5453,-0.2273,56.55,deep,63.72,-0.2227,0.0485,5.3,2.597
5454,0.1061,63.03,deep,55.75,0.1034,0.0464,8.98,0.6418
5455,1.2915,78.58,light,36.11,1.2916,0.0487,5.54,83.5246
5456,0.6821,61.69,deep,53.88,0.6796,0.0387,3.05,23.1686
5457,0.6808,72.17,light,37.94,0.6684,0.0526,6.13,22.4738
5458,0.036,70.33,light,38.67,0.049,0.0464,8.18,0.2279
5459,0.4772,80.28,awake,18.56,0.4804,0.0497,8.01,11.6609
5460,0.3547,60.47,deep,51.58,0.3524,0.0518,3.6,6.3425
5461,-0.0034,70.98,light,34.21,-0.0109,0.0586,5.76,0.1774
5462,-1.115,76.34,light,30.39,-1.114,0.0475,3.36,62.1626
5463,-1.0191,76.84,light,35.45,-1.0206,0.0472,4.74,52.1941
5464,-0.2394,58.53,deep,59.95,-0.2377,0.0531,6.51,2.967
5465,-0.8514,81.95,awake,26.04,-0.8492,0.046,6.64,36.1594
5466,0.6872,64.66,deep,58.43,0.6884,0.0399,6.63,23.7739
5467,-0.8355,60.5,deep,52.51,-0.8379,0.048,3.15,35.2178
5468,0.5222,87.09,awake,26.12,0.5211,0.048,4.57,13.6905
5469,-0.0019,78.91,light,36.02,-0.0106,0.0491,9.24,0.1261
5470,0.252,74.67,light,42.52,0.2616,0.0451,9.19,3.5235
5471,-0.407,63.14,deep,45.47,-0.4201,0.0493,3.74,8.9479
5472,0.7241,58.82,deep,59.62,0.7202,0.0538,5.75,26.0756
5473,0.8187,84.02,light,31.61,0.8172,0.049,3.33,33.5142
5474,0.187,77.23,light,40.88,0.1875,0.0382,3.66,1.8313
5475,0.9203,58.93,deep,46.46,0.9275,0.0439,9.21,43.1064
5476,-0.331,84.07,awake,5.96,-0.3301,0.0515,9.23,5.5799
5477,-1.1168,89.61,awake,15.03,-1.1176,0.0445,7.23,62.5506
5478,-1.0706,59.94,deep,53.8,-1.0649,0.0524,4.44,56.8376
5479,0.1484,61.49,deep,66.14,0.1494,0.0491,5.94,1.2367
5480,0.0338,61.16,deep,60.67,0.0346,0.0509,4.99,0.189
5481,0.7022,77.72,light,38.95,0.6958,0.0523,9.13,24.3463
5482,0.1951,86.9,awake,9.71,0.2119,0.0478,9.15,2.3583
5483,-0.5284,59.0,deep,56.75,-0.5286,0.0423,4.54,14.0627
5484,-0.7459,74.03,light,32.84,-0.7354,0.0418,6.56,27.1276
5485,1.0561,58.76,deep,69.47,1.0582,0.0499,4.96,56.113
5486,0.6851,59.42,deep,66.01,0.6917,0.0452,9.16,24.0261
5487,0.5385,64.21,deep,49.13,0.5408,0.053,3.18,14.7634
5488,0.6651,85.29,awake,26.37,0.6748,0.0536,4.87,22.9102
5489,-0.7201,70.59,light,39.04,-0.7206,0.0481,3.95,26.0766
5490,-0.4266,77.73,awake,21.37,-0.4391,0.049,5.45,9.7625
5491,-0.905,66.75,light,42.32,-0.9065,0.048,7.87,41.2024
5492,-1.6564,60.94,deep,65.71,-1.6782,0.0436,7.0,140.9133
5493,0.0804,87.09,awake,23.28,0.0843,0.0495,3.58,0.4779
5494,0.7914,78.26,light,32.77,0.7988,0.0591,8.47,32.0794
5495,-0.522,60.79,deep,50.71,-0.5205,0.0513,3.58,13.6753
5496,0.7084,86.33,awake,30.79,0.7232,0.0521,5.7,26.2896
5497,-0.1077,79.26,awake,19.84,-0.0951,0.0499,5.67,0.5771
5498,0.8365,66.65,deep,68.86,0.8366,0.0571,9.37,35.158
5499,-0.0715,61.35,deep,43.71,-0.0729,0.053,4.42,0.4062
5500,-0.3958,59.13,deep,39.74,-0.4019,0.0502,3.26,8.2013
5501,0.9645,75.33,light,23.83,0.9503,0.0518,6.5,45.2873
5502,0.1155,70.91,light,39.03,0.1221,0.0431,6.68,0.8387
5503,-0.6637,59.54,deep,61.13,-0.6464,0.0498,6.67,21.0141
5504,0.0374,58.83,deep,46.77,0.0401,0.0499,8.29,0.2051
5505,-0.3994,58.83,deep,67.28,-0.396,0.0584,6.33,8.0121
5506,-0.4327,61.04,deep,50.89,-0.4362,0.0427,7.86,9.6055
5507,0.1191,82.09,awake,21.98,0.1128,0.0472,3.81,0.7475
5508,0.8299,76.68,light,28.77,0.8261,0.0476,4.6,34.2364
5509,1.6302,80.44,awake,31.19,1.6262,0.0482,3.92,132.346
5510,-0.1228,75.42,light,36.12,-0.1148,0.0487,9.12,0.7776
5511,0.8153,90.34,awake,19.57,0.8162,0.0452,6.57,33.4132
5512,-0.6823,75.07,light,38.67,-0.6783,0.047,7.89,23.1159
5513,0.6188,60.46,deep,53.37,0.6285,0.0515,9.45,19.8843
5514,-0.6777,60.26,deep,51.2,-0.6811,0.0448,6.96,23.2953
5515,0.571,79.03,light,38.6,0.5653,0.0517,3.64,16.1145
5516,-1.1783,69.59,light,32.84,-1.1821,0.0474,8.45,69.9783
5517,0.9622,90.81,awake,16.61,0.9501,0.0492,8.27,45.2587
5518,0.1556,81.55,awake,12.97,0.1592,0.0539,4.69,1.4125
5519,0.463,68.01,light,30.2,0.4617,0.0377,6.29,10.7294
5520,0.2388,59.73,deep,57.39,0.2363,0.0512,7.55,2.924
5521,-0.068,70.95,light,31.26,-0.0653,0.0371,8.4,0.2818
5522,0.048,55.42,deep,58.58,0.0498,0.0511,6.28,0.2546
5523,-0.711,75.91,light,42.6,-0.7011,0.0498,6.02,24.7043
5524,-0.4748,59.02,deep,55.45,-0.4816,0.0445,9.08,11.6942
5525,-0.4522,79.96,awake,23.51,-0.4529,0.0571,5.79,10.4204
5526,0.0041,61.14,deep,61.89,0.0028,0.0535,9.35,0.1437
5527,-0.8751,85.71,awake,30.24,-0.8799,0.0563,4.76,38.8718
5528,1.6463,77.58,awake,24.09,1.647,0.0501,8.72,135.763
5529,-0.35,59.2,deep,58.94,-0.3597,0.057,4.68,6.6315
5530,0.5205,79.86,awake,17.73,0.5156,0.043,5.66,13.387
5531,-0.1837,59.64,deep,54.28,-0.1932,0.05,9.94,1.9919
5532,-0.5854,60.22,deep,56.27,-0.5985,0.0529,7.04,18.0484
5533,0.693,74.63,light,46.68,0.7022,0.0482,8.61,24.7676
5534,0.6771,75.85,light,37.95,0.6838,0.0481,7.46,23.497
5535,-0.4385,61.02,deep,58.29,-0.4446,0.0448,4.98,9.9859
